PageRank — full node ranking
==================================================================================
Sorted by raw score (descending).
Normalisation: log-normalised.
Total nodes: 6,765
==================================================================================

Rank    Node                                                       Raw Score  Norm Score
341     fonttools                                                 0.00026259    0.003324
342     typing-inspect                                            0.00026238    0.003320
343     uvloop                                                    0.00026155    0.003306
344     llvmlite                                                  0.00025857    0.003255
345     huggingface-hub                                           0.00025596    0.003210
346     crosshair-tool                                            0.00025558    0.003203
347     paramiko                                                  0.00025403    0.003176
348     cython                                                    0.00025378    0.003172
349     argon2-cffi-bindings                                      0.00025372    0.003171
350     h11                                                       0.00025312    0.003161
351     antlr4-python3-runtime                                    0.00025310    0.003160
352     frozenlist                                                0.00025284    0.003156
353     aiodns                                                    0.00025225    0.003146
354     SudachiPy                                                 0.00025208    0.003143
355     pyodbc                                                    0.00025204    0.003142
356     gitpython                                                 0.00025176    0.003137
357     uvicorn                                                   0.00025173    0.003137
358     nbval                                                     0.00025033    0.003113
359     pooch                                                     0.00024888    0.003088
360     nvidia-nvjitlink                                          0.00024809    0.003074
361     griffelib                                                 0.00024769    0.003067
362     propcache                                                 0.00024703    0.003056
363     cramjam                                                   0.00024695    0.003055
364     yarl                                                      0.00024565    0.003032
365     path                                                      0.00024554    0.003030
366     polars                                                    0.00024287    0.002984
367     coveralls                                                 0.00024249    0.002978
368     hatch                                                     0.00024201    0.002969
369     botocore[crt]                                             0.00024187    0.002967
370     sqlparse                                                  0.00024152    0.002961
371     astroid                                                   0.00024139    0.002959
372     aws-cdk.aws-lambda                                        0.00024021    0.002938
373     aws-cdk.aws-cloudwatch                                    0.00024020    0.002938
374     werkzeug                                                  0.00024019    0.002938
375     fixtures                                                  0.00023973    0.002930
376     httplib2                                                  0.00023919    0.002921
377     itsdangerous                                              0.00023890    0.002916
378     hyperscan                                                 0.00023842    0.002908
379     py-cpuinfo                                                0.00023837    0.002907
380     mlflow                                                    0.00023798    0.002900
381     nose                                                      0.00023696    0.002883
382     mkdocstrings[python]                                      0.00023626    0.002870
383     nox                                                       0.00023580    0.002863
384     distro                                                    0.00023541    0.002856
385     msrest                                                    0.00023372    0.002827
386     aws-cdk.aws-s3                                            0.00023324    0.002818
387     opentelemetry-exporter-otlp-proto-http                    0.00023276    0.002810
388     build[virtualenv]                                         0.00023268    0.002809
389     dask                                                      0.00023173    0.002792
390     igraph                                                    0.00023160    0.002790
391     types-webencodings                                        0.00023159    0.002790
392     et-xmlfile                                                0.00023017    0.002766
393     docopt                                                    0.00022921    0.002749
394     sphinx-notfound-page                                      0.00022899    0.002745
395     azure-nspkg                                               0.00022825    0.002732
396     asgiref                                                   0.00022823    0.002732
397     pyopenssl                                                 0.00022806    0.002729
398     more-itertools                                            0.00022733    0.002717
399     pyjwt                                                     0.00022635    0.002700
400     msgpack                                                   0.00022623    0.002698
401     ninja                                                     0.00022604    0.002694
402     pretend                                                   0.00022547    0.002685
403     datasets                                                  0.00022537    0.002683
404     backports.zstd                                            0.00022445    0.002667
405     pytest-randomly                                           0.00022443    0.002667
406     fields                                                    0.00022440    0.002666
407     future                                                    0.00022370    0.002654
408     aliyun-python-sdk-core                                    0.00022276    0.002638
409     genshi                                                    0.00022216    0.002628
410     nbconvert                                                 0.00022175    0.002621
411     Markdown                                                  0.00022062    0.002601
412     opentelemetry-util-http                                   0.00022028    0.002595
413     types-pytz                                                0.00021974    0.002586
414     osqp                                                      0.00021928    0.002578
415     ruamel.yaml                                               0.00021861    0.002566
416     socksio                                                   0.00021782    0.002553
417     itk-filtering                                             0.00021764    0.002550
418     contextvars                                               0.00021745    0.002546
419     meson-python                                              0.00021739    0.002545
420     argon2-cffi                                               0.00021657    0.002531
421     cmeel                                                     0.00021558    0.002514
422     tcolorpy                                                  0.00021556    0.002514
423     pyproject-api                                             0.00021552    0.002513
424     zope.testing                                              0.00021549    0.002513
425     jaxlib                                                    0.00021481    0.002501
426     sudachidict_core                                          0.00021464    0.002498
427     optuna                                                    0.00021441    0.002494
428     lxml-stubs                                                0.00021400    0.002487
429     opentelemetry-proto                                       0.00021376    0.002483
430     requests-oauthlib                                         0.00021321    0.002473
431     cached-property                                           0.00021231    0.002458
432     grpc-google-iam-v1                                        0.00021221    0.002456
433     jupyter                                                   0.00021193    0.002451
434     rfc3986                                                   0.00021127    0.002440
435     pyproj                                                    0.00021113    0.002437
436     PyNaCl                                                    0.00021083    0.002432
437     autopep8                                                  0.00021052    0.002427
438     notebook                                                  0.00021028    0.002423
439     playwright                                                0.00021027    0.002423
440     cycler                                                    0.00020988    0.002416
441     pybind11-global                                           0.00020942    0.002408
442     sphinx-reredirects                                        0.00020901    0.002401
443     funcsigs                                                  0.00020851    0.002392
444     jupyterlab                                                0.00020837    0.002390
445     pynacl                                                    0.00020813    0.002386
446     types-MarkupSafe                                          0.00020802    0.002384
447     pyreadline3                                               0.00020784    0.002381
448     gssapi                                                    0.00020778    0.002380
449     repoze.sphinx.autointerface                               0.00020777    0.002380
450     nbclient                                                  0.00020750    0.002375
451     requests-toolbelt                                         0.00020684    0.002364
452     jsonpatch                                                 0.00020677    0.002362
453     umf                                                       0.00020667    0.002361
454     cuda-python                                               0.00020610    0.002351
455     mkdocs-material                                           0.00020576    0.002345
456     freezegun                                                 0.00020506    0.002333
457     pydantic-settings                                         0.00020451    0.002324
458     contourpy                                                 0.00020407    0.002316
459     sentencepiece                                             0.00020387    0.002313
460     docker                                                    0.00020181    0.002277
461     elasticsearch                                             0.00020118    0.002266
462     Levenshtein                                               0.00020106    0.002264
463     pytablewriter                                             0.00020035    0.002252
464     xmod                                                      0.00020018    0.002249
465     pyee                                                      0.00020001    0.002246
466     rpds-py                                                   0.00019991    0.002244
467     enum34                                                    0.00019957    0.002238
468     pyproject_hooks                                           0.00019946    0.002236
469     xmltodict                                                 0.00019887    0.002226
470     sphinx-gallery                                            0.00019843    0.002219
471     websocket-client                                          0.00019837    0.002218
472     watchfiles                                                0.00019818    0.002215
473     setuptools_scm                                            0.00019781    0.002208
474     hydra-core                                                0.00019708    0.002196
475     seaborn                                                   0.00019705    0.002195
476     nvidia-cublas-cu11                                        0.00019684    0.002191
477     kiwisolver                                                0.00019683    0.002191
478     nvidia-cusparse-cu12                                      0.00019671    0.002189
479     nvidia-nccl-cu12                                          0.00019632    0.002182
480     jupyter-server                                            0.00019617    0.002180
481     validate-pyproject[all]                                   0.00019598    0.002177
482     narwhals                                                  0.00019596    0.002176
483     mkdocs-gen-files                                          0.00019534    0.002166
484     grpcio-status                                             0.00019499    0.002160
485     langsmith                                                 0.00019481    0.002156
486     jaraco.text                                               0.00019472    0.002155
487     pyobjc-framework-Metal                                    0.00019421    0.002146
488     prompt_toolkit                                            0.00019410    0.002144
489     s3fs                                                      0.00019390    0.002141
490     catalogue                                                 0.00019381    0.002139
491     sphinxext-opengraph                                       0.00019371    0.002138
492     threadpoolctl                                             0.00019371    0.002137
493     pyright                                                   0.00019318    0.002128
494     natsort                                                   0.00019315    0.002128
495     psycopg2-binary                                           0.00019249    0.002116
496     pygments-github-lexers                                    0.00019245    0.002116
497     loguru                                                    0.00019216    0.002111
498     nbsphinx                                                  0.00019188    0.002106
499     sphinx-examples                                           0.00019159    0.002101
500     id                                                        0.00019116    0.002094
501     pyenchant                                                 0.00019110    0.002093
502     nvidia-cublas                                             0.00019108    0.002092
503     imagecodecs                                               0.00019095    0.002090
504     pybind11!                                                 0.00019077    0.002087
